region,width,count,sha1_8,chunk,sample_addrs
flk_dense,8,27,9b4e13ec,31a88537f8060402,0x70016cb4 0x70016e82 0x70016eb2 0x70016fef 0x700170fb 0x7001713b 0x7001714b 0x7001715b 0x7001716b 0x70017183 0x700171c3 0x700171d3
flk_dense,8,17,022d3917,30d08538d8060402,0x70016bf7 0x70016d65 0x70016f1f 0x70016f2f 0x70016f47 0x70017093 0x700170a3 0x700170b3 0x70017333 0x700174c9 0x700175f8 0x70017608
flk_dense,8,16,05fe4057,0000000000000000,0x70017c60 0x70017c61 0x70017c62 0x70017c63 0x70017c64 0x70017c65 0x70017c66 0x70017c67 0x70017c68 0x70018182 0x70018183 0x70018184
flk_dense,8,15,1d4976b4,d724000240080402,0x70016e42 0x70016e52 0x70016f6f 0x70016fb7 0x70016fc7 0x700170c3 0x700170db 0x7001729d 0x7001730b 0x70017356 0x7001780c 0x7001784b
flk_dense,8,12,9b54ee36,a40070e40070b400,0x70017e4d 0x70017e7c 0x70017eab 0x70017f05 0x70017f35 0x70017f65 0x70017feb 0x7001801a 0x70018049 0x700180d0 0x700180f9 0x70018128
flk_dense,8,12,4dbf4ecb,0070e40070b40070,0x70017e4e 0x70017e7d 0x70017eac 0x70017f06 0x70017f36 0x70017f66 0x70017fec 0x7001801b 0x7001804a 0x700180d1 0x700180fa 0x70018129
flk_dense,8,12,e0706c6c,0e09528300e44001,0x70017e65 0x70017e94 0x70017ec3 0x70017f1d 0x70017f4d 0x70017f7d 0x70018003 0x70018032 0x70018061 0x700180e2 0x70018111 0x70018140
flk_dense,8,12,ad1c6243,0d208200e008000c,0x70017e71 0x70017ea0 0x70017ecf 0x70017f29 0x70017f59 0x70017f89 0x7001800f 0x7001803e 0x7001806d 0x700180ee 0x7001811d 0x7001814c
flk_dense,8,12,a3083a85,208200e008000c42,0x70017e72 0x70017ea1 0x70017ed0 0x70017f2a 0x70017f5a 0x70017f8a 0x70018010 0x7001803f 0x7001806e 0x700180ef 0x7001811e 0x7001814d
flk_dense,8,12,4f15b3d1,8200e008000c421d,0x70017e73 0x70017ea2 0x70017ed1 0x70017f2b 0x70017f5b 0x70017f8b 0x70018011 0x70018040 0x7001806f 0x700180f0 0x7001811f 0x7001814e
flk_dense,8,12,cb6c9195,00e008000c421df0,0x70017e74 0x70017ea3 0x70017ed2 0x70017f2c 0x70017f5c 0x70017f8c 0x70018012 0x70018041 0x70018070 0x700180f1 0x70018120 0x7001814f
flk_dense,8,12,967b35fc,e008000c421df0a4,0x70017e75 0x70017ea4 0x70017ed3 0x70017efe 0x70017f8d 0x70017fe4 0x70018013 0x70018042 0x7001809d 0x700180f2 0x70018121 0x70018150
flk_dense,8,12,c7ebb9ef,08000c421df0a400,0x70017e76 0x70017ea5 0x70017ed4 0x70017eff 0x70017f8e 0x70017fe5 0x70018014 0x70018043 0x7001809e 0x700180f3 0x70018122 0x70018151
flk_dense,8,12,099b0e35,000c421df0a40070,0x70017e77 0x70017ea6 0x70017ed5 0x70017f00 0x70017f8f 0x70017fe6 0x70018015 0x70018044 0x7001809f 0x700180f4 0x70018123 0x70018152
flk_dense,8,11,9574f08b,100030d08538f806,0x70016cc5 0x70016d05 0x7001703d 0x7001704d 0x7001705d 0x7001727b 0x70017491 0x70017b27 0x70017b57 0x70017b67 0x70017c16
flk_dense,8,11,f9c7a974,0030d08538f80604,0x70016cc6 0x70016d06 0x7001703e 0x7001704e 0x7001705e 0x7001727c 0x70017492 0x70017b28 0x70017b58 0x70017b68 0x70017c17
flk_dense,8,11,d56732d9,30d08538f8060402,0x70016cc7 0x70016d07 0x7001703f 0x7001704f 0x7001705f 0x7001727d 0x70017493 0x70017b29 0x70017b59 0x70017b69 0x70017c18
flk_dense,8,11,cd00a6d6,70e40070b4007084,0x70017e4f 0x70017e7e 0x70017ead 0x70017f07 0x70017f37 0x70017f67 0x70017fed 0x7001801c 0x7001804b 0x700180fb 0x7001812a
flk_dense,8,11,13b45e20,e40070b4007084f0,0x70017e50 0x70017e7f 0x70017eae 0x70017f08 0x70017f38 0x70017f68 0x70017fee 0x7001801d 0x7001804c 0x700180fc 0x7001812b
flk_dense,8,11,9684f164,0070b4007084f07f,0x70017e51 0x70017e80 0x70017eaf 0x70017f09 0x70017f39 0x70017f69 0x70017fef 0x7001801e 0x7001804d 0x700180fd 0x7001812c
flk_dense,8,11,f84a6e92,70b4007084f07fd4,0x70017e52 0x70017e81 0x70017eb0 0x70017f0a 0x70017f3a 0x70017f6a 0x70017ff0 0x7001801f 0x7001804e 0x700180fe 0x7001812d
flk_dense,8,11,1d9042ae,b4007084f07fd400,0x70017e53 0x70017e82 0x70017eb1 0x70017f0b 0x70017f3b 0x70017f6b 0x70017ff1 0x70018020 0x7001804f 0x700180ff 0x7001812e
flk_dense,8,11,6b7fd3c4,007084f07fd40070,0x70017e54 0x70017e83 0x70017eb2 0x70017f0c 0x70017f3c 0x70017f6c 0x70017ff2 0x70018021 0x70018050 0x70018100 0x7001812f
flk_dense,8,11,2424cfa0,7084f07fd40070d4,0x70017e55 0x70017e84 0x70017eb3 0x70017f0d 0x70017f3d 0x70017f6d 0x70017ff3 0x70018022 0x70018051 0x70018101 0x70018130
flk_dense,8,11,ce3a3296,84a4580fb8330e09,0x70017e5f 0x70017e8e 0x70017ebd 0x70017f17 0x70017f47 0x70017f77 0x70017ffd 0x7001802c 0x7001805b 0x7001810b 0x7001813a
flk_dense,8,11,af1e97f6,a4580fb8330e0952,0x70017e60 0x70017e8f 0x70017ebe 0x70017f18 0x70017f48 0x70017f78 0x70017ffe 0x7001802d 0x7001805c 0x7001810c 0x7001813b
flk_dense,8,11,d5ff7abd,580fb8330e095283,0x70017e61 0x70017e90 0x70017ebf 0x70017f19 0x70017f49 0x70017f79 0x70017fff 0x7001802e 0x7001805d 0x7001810d 0x7001813c
flk_dense,8,11,0d8fc74c,0fb8330e09528300,0x70017e62 0x70017e91 0x70017ec0 0x70017f1a 0x70017f4a 0x70017f7a 0x70018000 0x7001802f 0x7001805e 0x7001810e 0x7001813d
flk_dense,8,11,a71f3c7b,b8330e09528300e4,0x70017e63 0x70017e92 0x70017ec1 0x70017f1b 0x70017f4b 0x70017f7b 0x70018001 0x70018030 0x7001805f 0x7001810f 0x7001813e
flk_dense,8,11,a7be5e39,330e09528300e440,0x70017e64 0x70017e93 0x70017ec2 0x70017f1c 0x70017f4c 0x70017f7c 0x70018002 0x70018031 0x70018060 0x70018110 0x7001813f
flk_dense,8,10,07291ff8,d08538d80604023e,0x70016bf8 0x70016d66 0x70016f20 0x70017094 0x700170a4 0x700174ca 0x700175f9 0x70017aa0 0x70017ab0 0x70017ac0
flk_dense,8,10,4c3e4c9f,100030d00537f806,0x70016ed8 0x70017222 0x70017344 0x700177e7 0x70017826 0x70017865 0x700178a4 0x700178e3 0x70017bb8 0x70017bce
flk_dense,8,10,a3efa108,0030d00537f80604,0x70016ed9 0x70017223 0x70017345 0x700177e8 0x70017827 0x70017866 0x700178a5 0x700178e4 0x70017bb9 0x70017bcf
flk_dense,8,10,703ee407,30d00537f8060402,0x70016eda 0x70017224 0x70017346 0x700177e9 0x70017828 0x70017867 0x700178a6 0x700178e5 0x70017bba 0x70017bd0
flk_dense,8,9,1d7f2fc2,1df0a40070e40070,0x70017e4b 0x70017e7a 0x70017ea9 0x70017f03 0x70017fe9 0x70018018 0x70018047 0x700180f7 0x70018126
flk_dense,8,9,cedda89b,f0a40070e40070b4,0x70017e4c 0x70017e7b 0x70017eaa 0x70017f04 0x70017fea 0x70018019 0x70018048 0x700180f8 0x70018127
flk_dense,8,8,e75ddb01,0008d72400024008,0x70016e40 0x70016e50 0x70016f6d 0x70016fb5 0x70016fc5 0x700170c1 0x700170d9 0x70017354
flk_dense,8,8,8823af6f,08d7240002400804,0x70016e41 0x70016e51 0x70016f6e 0x70016fb6 0x70016fc6 0x700170c2 0x700170da 0x70017355
flk_dense,8,8,0218ada9,0430d08538d80604,0x70016f2e 0x70017092 0x700170b2 0x70017332 0x700174c8 0x700175f7 0x70017607 0x70017bdf
flk_dense,8,8,6defa594,5c66100030d00537,0x70017220 0x70017342 0x700177e5 0x70017824 0x70017863 0x700178a2 0x700178e1 0x70017bb6
flk_dense,8,8,b2303613,66100030d00537f8,0x70017221 0x70017343 0x700177e6 0x70017825 0x70017864 0x700178a3 0x700178e2 0x70017bb7
flk_dense,8,8,62ef53cd,0c421df0a40070e4,0x70017e78 0x70017ea7 0x70017f01 0x70017fe7 0x70018016 0x70018045 0x700180f5 0x70018124
flk_dense,8,8,5d8dca0f,421df0a40070e400,0x70017e79 0x70017ea8 0x70017f02 0x70017fe8 0x70018017 0x70018046 0x700180f6 0x70018125
flk_dense,8,7,59fb10ad,100c30d08538d806,0x70016f1d 0x70016f45 0x700170a1 0x70017a9d 0x70017aad 0x70017abd 0x70017acd
flk_dense,8,7,48962349,0c30d08538d80604,0x70016f1e 0x70016f46 0x700170a2 0x70017a9e 0x70017aae 0x70017abe 0x70017ace
flk_dense,8,7,0ab91b6d,0331a88537f80604,0x7001713a 0x700171ed 0x70017690 0x700176a0 0x700176b0 0x70017775 0x70017795
flk_dense,8,7,529b6765,6fb8320e09528300,0x70017ee3 0x70017f9d 0x70017fc9 0x70018082 0x700180ad 0x700180df 0x70018160
flk_dense,8,6,8550dba1,c806040284097084,0x70016a1b 0x70016a47 0x70016a73 0x70016ad3 0x70016b03 0x70017c7c
flk_dense,8,6,cf53b847,060402840970840c,0x70016a48 0x70016a74 0x70016aa5 0x70016ad4 0x70016b04 0x70016b35
flk_dense,8,6,3cdd085d,0402840970840cfb,0x70016a49 0x70016a75 0x70016aa6 0x70016ad5 0x70016b05 0x70016b36
flk_dense,8,6,68a3a9de,02840970840cfbe0,0x70016a4a 0x70016a76 0x70016aa7 0x70016ad6 0x70016b06 0x70016b37
flk_dense,8,6,76fabcf2,840970840cfbe008,0x70016a4b 0x70016a77 0x70016aa8 0x70016ad7 0x70016b07 0x70016b38
flk_dense,8,6,7f8c3648,0970840cfbe00800,0x70016a4c 0x70016a78 0x70016aa9 0x70016ad8 0x70016b08 0x70016b39
flk_dense,8,6,204b5343,70840cfbe008009e,0x70016a4d 0x70016a79 0x70016aaa 0x70016ad9 0x70016b09 0x70016b3a
flk_dense,8,6,5f05dc83,840cfbe008009e6a,0x70016a4e 0x70016a7a 0x70016aab 0x70016ada 0x70016b0a 0x70016b3b
flk_dense,8,6,e8c7bdc8,31a88538d8060402,0x70016ca4 0x70016dd2 0x70016df2 0x70016e72 0x70016f9f 0x70017b49
flk_dense,8,6,54218521,2c84a4580fb8330e,0x70017e8d 0x70017f16 0x70017f46 0x70017ffc 0x7001802b 0x7001805a
flk_dense,8,6,262044ed,a40070940070b400,0x70017eda 0x70017f94 0x70017fc0 0x70018079 0x700180a4 0x70018157
flk_dense,8,6,85adc2a0,0070940070b40070,0x70017edb 0x70017f95 0x70017fc1 0x7001807a 0x700180a5 0x70018158
flk_dense,8,6,83a6f1a5,70940070b400706f,0x70017edc 0x70017f96 0x70017fc2 0x7001807b 0x700180a6 0x70018159
flk_dense,8,6,292019ee,940070b400706fb8,0x70017edd 0x70017f97 0x70017fc3 0x7001807c 0x700180a7 0x7001815a
flk_dense,8,6,6ccd3f0a,0070b400706fb832,0x70017ede 0x70017f98 0x70017fc4 0x7001807d 0x700180a8 0x7001815b
flk_dense,8,6,4f13bf05,70b400706fb8320e,0x70017edf 0x70017f99 0x70017fc5 0x7001807e 0x700180a9 0x7001815c
flk_dense,8,6,d00f4b89,b400706fb8320e09,0x70017ee0 0x70017f9a 0x70017fc6 0x7001807f 0x700180aa 0x7001815d
flk_dense,8,6,a1b1ac78,00706fb8320e0952,0x70017ee1 0x70017f9b 0x70017fc7 0x70018080 0x700180ab 0x7001815e
flk_dense,8,6,590b97d1,706fb8320e095283,0x70017ee2 0x70017f9c 0x70017fc8 0x70018081 0x700180ac 0x7001815f
flk_dense,8,6,8ece0c6d,b8320e0952830094,0x70017ee4 0x70017f9e 0x70017fca 0x70018083 0x700180ae 0x70018161
flk_dense,8,6,cd405aef,62f9750731a84501,0x70017ef2 0x70017fac 0x70017fd8 0x70018091 0x700180bc 0x7001816f
flk_dense,8,6,67b3cda9,f9750731a84501c8,0x70017ef3 0x70017fad 0x70017fd9 0x70018092 0x700180bd 0x70018170
flk_dense,8,6,9d6c80c8,750731a84501c806,0x70017ef4 0x70017fae 0x70017fda 0x70018093 0x700180be 0x70018171
flk_dense,8,6,41a01884,0731a84501c80604,0x70017ef5 0x70017faf 0x70017fdb 0x70018094 0x700180bf 0x70018172
flk_dense,8,6,b2f9e521,31a84501c8060402,0x70017ef6 0x70017fb0 0x70017fdc 0x70018095 0x700180c0 0x70018173
flk_dense,8,6,af939fd4,a84501c8060402e0,0x70017ef7 0x70017fb1 0x70017fdd 0x70018096 0x700180c1 0x70018174
flk_dense,8,6,c510c358,4501c8060402e008,0x70017ef8 0x70017fb2 0x70017fde 0x70018097 0x700180c2 0x70018175
flk_dense,8,6,6af8c0ef,01c8060402e00800,0x70017ef9 0x70017fb3 0x70017fdf 0x70018098 0x700180c3 0x70018176
flk_dense,8,6,9f4b49ee,c8060402e008000c,0x70017efa 0x70017fb4 0x70017fe0 0x70018099 0x700180c4 0x70018177
flk_dense,8,6,4a9f1190,060402e008000c42,0x70017efb 0x70017fb5 0x70017fe1 0x7001809a 0x700180c5 0x70018178
flk_dense,8,6,8e17c0eb,0402e008000c421d,0x70017efc 0x70017fb6 0x70017fe2 0x7001809b 0x700180c6 0x70018179
flk_dense,8,6,063bd0b2,02e008000c421df0,0x70017efd 0x70017fb7 0x70017fe3 0x7001809c 0x700180c7 0x7001817a
flk_dense,8,6,e8c36d86,e008000c421df000,0x70017f2d 0x70017f5d 0x70017fb8 0x70018071 0x700180c8 0x7001817b
flk_dense,16,11,7a53b1e5,a40070e40070b4007084f07fd40070d4,0x70017e4d 0x70017e7c 0x70017eab 0x70017f05 0x70017f35 0x70017f65 0x70017feb 0x7001801a 0x70018049 0x700180f9 0x70018128
flk_dense,16,9,4c31ad25,1df0a40070e40070b4007084f07fd400,0x70017e4b 0x70017e7a 0x70017ea9 0x70017f03 0x70017fe9 0x70018018 0x70018047 0x700180f7 0x70018126
flk_dense,16,9,fc1962bd,f0a40070e40070b4007084f07fd40070,0x70017e4c 0x70017e7b 0x70017eaa 0x70017f04 0x70017fea 0x70018019 0x70018048 0x700180f8 0x70018127
flk_dense,16,8,153ecef7,e008000c421df0a40070e40070b40070,0x70017e75 0x70017ea4 0x70017efe 0x70017fe4 0x70018013 0x70018042 0x700180f2 0x70018121
flk_dense,16,8,3e81ad27,08000c421df0a40070e40070b4007084,0x70017e76 0x70017ea5 0x70017eff 0x70017fe5 0x70018014 0x70018043 0x700180f3 0x70018122
flk_dense,16,8,95fa305d,000c421df0a40070e40070b4007084f0,0x70017e77 0x70017ea6 0x70017f00 0x70017fe6 0x70018015 0x70018044 0x700180f4 0x70018123
flk_dense,16,8,7272fe26,0c421df0a40070e40070b4007084f07f,0x70017e78 0x70017ea7 0x70017f01 0x70017fe7 0x70018016 0x70018045 0x700180f5 0x70018124
flk_dense,16,8,4ad6f65b,421df0a40070e40070b4007084f07fd4,0x70017e79 0x70017ea8 0x70017f02 0x70017fe8 0x70018017 0x70018046 0x700180f6 0x70018125
flk_dense,16,6,06458de6,0d208200e008000c421df0a40070e400,0x70017e71 0x70017ea0 0x7001800f 0x7001803e 0x700180ee 0x7001811d
flk_dense,16,6,01922673,208200e008000c421df0a40070e40070,0x70017e72 0x70017ea1 0x70018010 0x7001803f 0x700180ef 0x7001811e
flk_dense,16,6,4a636e3a,8200e008000c421df0a40070e40070b4,0x70017e73 0x70017ea2 0x70018011 0x70018040 0x700180f0 0x7001811f
flk_dense,16,6,49382f7f,00e008000c421df0a40070e40070b400,0x70017e74 0x70017ea3 0x70018012 0x70018041 0x700180f1 0x70018120
flk_dense,16,6,0469b3af,a40070940070b400706fb8320e095283,0x70017eda 0x70017f94 0x70017fc0 0x70018079 0x700180a4 0x70018157
flk_dense,16,6,b2180c80,0070940070b400706fb8320e09528300,0x70017edb 0x70017f95 0x70017fc1 0x7001807a 0x700180a5 0x70018158
flk_dense,16,6,6f7c089c,70940070b400706fb8320e0952830094,0x70017edc 0x70017f96 0x70017fc2 0x7001807b 0x700180a6 0x70018159
flk_dense,16,6,a9b418a3,62f9750731a84501c8060402e008000c,0x70017ef2 0x70017fac 0x70017fd8 0x70018091 0x700180bc 0x7001816f
flk_dense,16,6,8ae0d73a,f9750731a84501c8060402e008000c42,0x70017ef3 0x70017fad 0x70017fd9 0x70018092 0x700180bd 0x70018170
flk_dense,16,6,037789dd,750731a84501c8060402e008000c421d,0x70017ef4 0x70017fae 0x70017fda 0x70018093 0x700180be 0x70018171
flk_dense,16,6,8bb1e891,0731a84501c8060402e008000c421df0,0x70017ef5 0x70017faf 0x70017fdb 0x70018094 0x700180bf 0x70018172
flk_dense,16,5,a1843d35,f362f9750731a84501c8060402e00800,0x70017ef1 0x70017fab 0x70017fd7 0x700180bb 0x7001816e
flk_dense,16,4,0687fee9,37c8060402840970840cfbe008009e6a,0x70016a46 0x70016a72 0x70016ad2 0x70016b02
flk_dense,16,4,4c269f2d,c8060402840970840cfbe008009e6a26,0x70016a47 0x70016a73 0x70016ad3 0x70016b03
flk_dense,16,4,98198a15,060402840970840cfbe008009e6a2670,0x70016a48 0x70016a74 0x70016ad4 0x70016b04
flk_dense,16,4,359a5888,0402840970840cfbe008009e6a267058,0x70016a49 0x70016a75 0x70016ad5 0x70016b05
flk_dense,16,4,3ded9bf3,e008000c421df0a40070940070b40070,0x70017ed3 0x70017f8d 0x7001809d 0x70018150
flk_dense,16,4,b14bbcee,08000c421df0a40070940070b400706f,0x70017ed4 0x70017f8e 0x7001809e 0x70018151
flk_dense,16,4,2eb5858a,000c421df0a40070940070b400706fb8,0x70017ed5 0x70017f8f 0x7001809f 0x70018152
flk_dense,16,4,1cd88d4a,0c421df0a40070940070b400706fb832,0x70017ed6 0x70017f90 0x700180a0 0x70018153
flk_dense,16,4,4664fdcd,421df0a40070940070b400706fb8320e,0x70017ed7 0x70017f91 0x700180a1 0x70018154
flk_dense,16,4,c46275a9,1df0a40070940070b400706fb8320e09,0x70017ed8 0x70017f92 0x700180a2 0x70018155
flk_dense,16,4,25e31c11,f0a40070940070b400706fb8320e0952,0x70017ed9 0x70017f93 0x700180a3 0x70018156
flk_dense,16,4,84b190a6,a407f362f9750731a84501c8060402e0,0x70017fa9 0x70017fd5 0x700180b9 0x7001816c
flk_dense,16,4,29720fbf,07f362f9750731a84501c8060402e008,0x70017faa 0x70017fd6 0x700180ba 0x7001816d
flk_dense,16,3,b5a65e7c,02840970840cfbe008009e6a26705862,0x70016a76 0x70016ad6 0x70016b06
flk_dense,16,3,4d30ced3,840970840cfbe008009e6a2670586212,0x70016a77 0x70016ad7 0x70016b07
flk_dense,16,3,f6752d1f,0970840cfbe008009e6a267058621200,0x70016a78 0x70016ad8 0x70016b08
flk_dense,16,3,9d6f4ddd,70840cfbe008009e6a26705862120030,0x70016a79 0x70016ad9 0x70016b09
flk_dense,16,3,9a307011,840cfbe008009e6a26705862120030d0,0x70016a7a 0x70016ada 0x70016b0a
flk_dense,16,3,8c6b2c4d,030d208200e008000c421df0a40070e4,0x70017e70 0x70017e9f 0x700180ed
flk_dense,16,3,361d0e33,0d208200e008000c421df0a400709400,0x70017ecf 0x70017f89 0x7001814c
flk_dense,16,3,c76d3919,208200e008000c421df0a40070940070,0x70017ed0 0x70017f8a 0x7001814d
flk_dense,16,3,cb93b6b8,8200e008000c421df0a40070940070b4,0x70017ed1 0x70017f8b 0x7001814e
flk_dense,16,3,ac21f81e,00e008000c421df0a40070940070b400,0x70017ed2 0x70017f8c 0x7001814f
flk_dense,16,3,4be400e9,31a84501c8060402e008000c421df0a4,0x70017ef6 0x70017fdc 0x70018095
flk_dense,16,3,dffae11c,a84501c8060402e008000c421df0a400,0x70017ef7 0x70017fdd 0x70018096
flk_dense,16,3,9d910e50,4501c8060402e008000c421df0a40070,0x70017ef8 0x70017fde 0x70018097
flk_dense,16,3,a146afb2,e008000c421df000a40070e40070b400,0x70017f2d 0x70017f5d 0x700180c8
flk_dense,16,3,387215d7,08000c421df000a40070e40070b40070,0x70017f2e 0x70017f5e 0x700180c9
flk_dense,16,3,fa6bda2a,31a84501c8060402e008000c421df000,0x70017fb0 0x700180c0 0x70018173
flk_dense,16,3,878f9b23,a406230d208200e008000c421df0a400,0x7001800c 0x7001803b 0x7001811a
flk_dense,16,3,a38aed8a,06230d208200e008000c421df0a40070,0x7001800d 0x7001803c 0x7001811b
flk_dense,16,3,0296e835,230d208200e008000c421df0a40070e4,0x7001800e 0x7001803d 0x7001811c
ann_dense,8,56,7a9a9920,0402f02000f02000,0x70081ef5 0x70081f2a 0x70081f6c 0x70081fa1 0x70081fe1 0x70082016 0x70082056 0x7008208b 0x700820cc 0x70082101 0x70082141 0x70082176
ann_dense,8,55,544d7b91,40080402f02000f0,0x70081ef3 0x70081f28 0x70081f9f 0x70081fdf 0x70082014 0x70082054 0x70082089 0x700820ca 0x700820ff 0x7008213f 0x70082174 0x700821b4
ann_dense,8,55,bf497d54,080402f02000f020,0x70081ef4 0x70081f29 0x70081fa0 0x70081fe0 0x70082015 0x70082055 0x7008208a 0x700820cb 0x70082100 0x70082140 0x70082175 0x700821b5
ann_dense,8,28,9ec42af2,0240080402f02000,0x70081ef2 0x70081f9e 0x70081fde 0x70082053 0x700820c9 0x7008213e 0x700821b3 0x70082229 0x7008229e 0x70082313 0x7008238a 0x700823ff
ann_dense,8,28,bcf5e1dd,84f07f84a4580f90,0x70081f35 0x70081fac 0x70082021 0x70082096 0x7008210c 0x70082181 0x700821f6 0x7008226c 0x700822e1 0x70082356 0x700823cd 0x70082442
ann_dense,8,28,18eb9469,f07f84a4580f9001,0x70081f36 0x70081fad 0x70082022 0x70082097 0x7008210d 0x70082182 0x700821f7 0x7008226d 0x700822e2 0x70082357 0x700823ce 0x70082443
ann_dense,8,28,0cac19c6,7f84a4580f90010e,0x70081f37 0x70081fae 0x70082023 0x70082098 0x7008210e 0x70082183 0x700821f8 0x7008226e 0x700822e3 0x70082358 0x700823cf 0x70082444
ann_dense,8,28,13dbffac,84a4580f90010e18,0x70081f38 0x70081faf 0x70082024 0x70082099 0x7008210f 0x70082184 0x700821f9 0x7008226f 0x700822e4 0x70082359 0x700823d0 0x70082445
ann_dense,8,28,472ac200,a4580f90010e1854,0x70081f39 0x70081fb0 0x70082025 0x7008209a 0x70082110 0x70082185 0x700821fa 0x70082270 0x700822e5 0x7008235a 0x700823d1 0x70082446
ann_dense,8,28,992faf3a,580f90010e185483,0x70081f3a 0x70081fb1 0x70082026 0x7008209b 0x70082111 0x70082186 0x700821fb 0x70082271 0x700822e6 0x7008235b 0x700823d2 0x70082447
ann_dense,8,28,899eaa02,0f90010e18548300,0x70081f3b 0x70081fb2 0x70082027 0x7008209c 0x70082112 0x70082187 0x700821fc 0x70082272 0x700822e7 0x7008235c 0x700823d3 0x70082448
ann_dense,8,28,55bf01a2,90010e1854830094,0x70081f3c 0x70081fb3 0x70082028 0x7008209d 0x70082113 0x70082188 0x700821fd 0x70082273 0x700822e8 0x7008235d 0x700823d4 0x70082449
ann_dense,8,28,7e25573a,010e185483009450,0x70081f3d 0x70081fb4 0x70082029 0x7008209e 0x70082114 0x70082189 0x700821fe 0x70082274 0x700822e9 0x7008235e 0x700823d5 0x7008244a
ann_dense,8,28,0c56fdd6,0e18548300945044,0x70081f3e 0x70081fb5 0x7008202a 0x7008209f 0x70082115 0x7008218a 0x700821ff 0x70082275 0x700822ea 0x7008235f 0x700823d6 0x7008244b
ann_dense,8,28,0bff5c1f,185483009450441e,0x70081f3f 0x70081fb6 0x7008202b 0x700820a0 0x70082116 0x7008218b 0x70082200 0x70082276 0x700822eb 0x70082360 0x700823d7 0x7008244c
ann_dense,8,28,e14b3349,5483009450441eb2,0x70081f40 0x70081fb7 0x7008202c 0x700820a1 0x70082117 0x7008218c 0x70082201 0x70082277 0x700822ec 0x70082361 0x700823d8 0x7008244d
ann_dense,8,28,2382c2e0,83009450441eb29b,0x70081f41 0x70081fb8 0x7008202d 0x700820a2 0x70082118 0x7008218d 0x70082202 0x70082278 0x700822ed 0x70082362 0x700823d9 0x7008244e
ann_dense,8,28,ddf03225,009450441eb29bc6,0x70081f42 0x70081fb9 0x7008202e 0x700820a3 0x70082119 0x7008218e 0x70082203 0x70082279 0x700822ee 0x70082363 0x700823da 0x7008244f
ann_dense,8,28,9507f75a,9450441eb29bc65c,0x70081f43 0x70081fba 0x7008202f 0x700820a4 0x7008211a 0x7008218f 0x70082204 0x7008227a 0x700822ef 0x70082364 0x700823db 0x70082450
ann_dense,8,28,232b2750,50441eb29bc65cc0,0x70081f44 0x70081fbb 0x70082030 0x700820a5 0x7008211b 0x70082190 0x70082205 0x7008227b 0x700822f0 0x70082365 0x700823dc 0x70082451
ann_dense,8,28,6db31446,441eb29bc65cc057,0x70081f45 0x70081fbc 0x70082031 0x700820a6 0x7008211c 0x70082191 0x70082206 0x7008227c 0x700822f1 0x70082366 0x700823dd 0x70082452
ann_dense,8,28,c69e2747,1eb29bc65cc05702,0x70081f46 0x70081fbd 0x70082032 0x700820a7 0x7008211d 0x70082192 0x70082207 0x7008227d 0x700822f2 0x70082367 0x700823de 0x70082453
ann_dense,8,28,5f5fe4ff,b29bc65cc0570231,0x70081f47 0x70081fbe 0x70082033 0x700820a8 0x7008211e 0x70082193 0x70082208 0x7008227e 0x700822f3 0x70082368 0x700823df 0x70082454
ann_dense,8,28,958dc02c,9bc65cc0570231a8,0x70081f48 0x70081fbf 0x70082034 0x700820a9 0x7008211f 0x70082194 0x70082209 0x7008227f 0x700822f4 0x70082369 0x700823e0 0x70082455
